Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Eurozone,Price / Eurozone,Compare At Price / Eurozone,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / United States,Price / United States,Compare At Price / United States,Status,New SKU,FinalSKU
other-girls-tee,,,,,,,,Grey Marle,,Crop Top,,XL,,150,shopify,20,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreycrop.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-CRP-XL,TEE-OTHERGIRLS-GRY-CRP-XL-DK
other-girls-tee,,,,,,,,Grey Marle,,Crop Top,,XS,,150,shopify,20,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreycrop.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-CRP-XS,TEE-OTHERGIRLS-GRY-CRP-XS-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,S,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-S,TEE-OTHERGIRLS-GRY-LST-S-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,M,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-M,TEE-OTHERGIRLS-GRY-LST-M-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,L,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-L,TEE-OTHERGIRLS-GRY-LST-L-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,XL,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-XL,TEE-OTHERGIRLS-GRY-LST-XL-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,2XL,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-2XL,TEE-OTHERGIRLS-GRY-LST-2XL-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,3XL,,150,shopify,19,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-3XL,TEE-OTHERGIRLS-GRY-LST-3XL-DK
other-girls-tee,,,,,,,,Grey Marle,,Long Sleeve,,XS,,150,shopify,20,continue,manual,45,55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/othergirlsgreyLS.png?v=1672492674,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OTHERGIRLS-GRY-LST-XS,TEE-OTHERGIRLS-GRY-LST-XS-DK
ramen-stripe-tee,Ramen Tee,Lonely Kids Club,,Tee,"Artist:Grace, Colour:Stripe, Fit:Regular, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Theme:Food, Theme:Sloths",TRUE,Colour,Black/White Stripe,Fit,Regular,Size,S,TEE-RAMEN-BWSREGS,150,shopify,10,continue,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/RamenTee1.jpg?v=1672492851,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,TEE-RAMEN-BWS-REG-S,TEE-RAMEN-BWS-REG-S-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,M,TEE-RAMEN-BWSREGM,150,shopify,9,continue,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/RamenTee2.jpg?v=1672492851,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-M,TEE-RAMEN-BWS-REG-M-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,L,TEE-RAMEN-BWSREGL,150,shopify,10,continue,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-L,TEE-RAMEN-BWS-REG-L-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,XL,TEE-RAMEN-BWSREGXL,150,shopify,9,continue,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-XL,TEE-RAMEN-BWS-REG-XL-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,2XL,TEE-RAMEN-BWSREG2XL,150,shopify,10,continue,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-2XL,TEE-RAMEN-BWS-REG-2XL-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,3XL,TEE-RAMEN-BWSEG3XL,150,shopify,10,continue,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-3XL,TEE-RAMEN-BWS-REG-3XL-DK
ramen-stripe-tee,,,,,,,,Black/White Stripe,,Regular,,XS,TEE-RAMEN-BWSMAPXS,150,shopify,10,continue,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-RAMEN-BWS-REG-XS,TEE-RAMEN-BWS-REG-XS-DK
oscars-kiss-tee,Oscars Kiss Tee,Lonely Kids Club,,Tee,"Colour:Black, Fit:Crop Top, Fit:Long Sleeve, Fit:Maple, Fit:Regular, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Theme:Last Chance, Theme:Pop Culture",FALSE,Colour,Black,Fit,Regular,Size,S,TEE-OSCARSCRY-BLKREGS,150,shopify,10,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/OscarsKissTee1.jpg?v=1672492667,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,archived,TEE-OSCARSKISS-BLK-REG-S,
oscars-kiss-tee,,,,,,,,Black,,Regular,,M,TEE-OSCARSCRY-BLKREGM,150,shopify,10,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/OscarsKissTee2.jpg?v=1672492667,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-REG-M,
oscars-kiss-tee,,,,,,,,Black,,Regular,,L,TEE-OSCARSCRY-BLKREGL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-REG-L,
oscars-kiss-tee,,,,,,,,Black,,Regular,,XL,TEE-OSCARSCRY-BLKREGXL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-REG-XL,
oscars-kiss-tee,,,,,,,,Black,,Regular,,2XL,TEE-OSCARSCRY-BLKREG2XL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-REG-2XL,
oscars-kiss-tee,,,,,,,,Black,,Regular,,3XL,TEE-OSCARSCRY-BLKREG3XL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-REG-3XL,
oscars-kiss-tee,,,,,,,,Black,,Maple,,XS,TEE-OSCARSCRY-BLKMAPXS,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-XS,
oscars-kiss-tee,,,,,,,,Black,,Maple,,S,TEE-OSCARSCRY-BLKMAPS,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-S,
oscars-kiss-tee,,,,,,,,Black,,Maple,,M,TEE-OSCARSCRY-BLKMAPM,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-M,
oscars-kiss-tee,,,,,,,,Black,,Maple,,L,TEE-OSCARSCRY-BLKMAPL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-L,
oscars-kiss-tee,,,,,,,,Black,,Maple,,XL,TEE-OSCARSCRY-BLKMAPXL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-XL,
oscars-kiss-tee,,,,,,,,Black,,Maple,,2XL,TEE-OSCARSCRY-BLKMAP2XL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-MPL-2XL,
oscars-kiss-tee,,,,,,,,Black,,Crop Top,,XS,TEE-OSCARSCRY-BLKCRPXS,150,shopify,9,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-CRP-XS,
oscars-kiss-tee,,,,,,,,Black,,Crop Top,,S,TEE-OSCARSCRY-BLKCRPS,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-CRP-S,
oscars-kiss-tee,,,,,,,,Black,,Crop Top,,M,TEE-OSCARSCRY-BLKCRPM,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-CRP-M,
oscars-kiss-tee,,,,,,,,Black,,Crop Top,,L,TEE-OSCARSCRY-BLKCRPL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-CRP-L,
oscars-kiss-tee,,,,,,,,Black,,Crop Top,,XL,TEE-OSCARSCRY-BLKCRPXL,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-CRP-XL,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,XS,TEE-OSCARSCRY-BLKLSLXS,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-XS,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,S,TEE-OSCARSCRY-BLKLSLS,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-S,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,M,TEE-OSCARSCRY-BLKLSLM,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-M,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,L,TEE-OSCARSCRY-BLKLSLL,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-L,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,XL,TEE-OSCARSCRY-BLKLSLXL,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-XL,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,2XL,TEE-OSCARSCRY-BLKLSL2XL,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-2XL,
oscars-kiss-tee,,,,,,,,Black,,Long Sleeve,,3XL,TEE-OSCARSCRY-BLKLSL3XL,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-OSCARSKISS-BLK-LST-3XL,
lkc-staple-rugby-jersey,Staple Rugby Jersey,Lonely Kids Club,,Shirt,"Artist:Oleg, Colour:Black, Colour:Blue, Colour:Grey, Fit:Rugby Jersey, Size:2XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Sloth:Cassie, Style:Rugby Jersey, Theme: Staple Products, Theme:Father's Day, Theme:Mental Health Positive, Theme:Sloths",TRUE,Colour,Navy,Fit,Rugby Jersey,Size,XS,RJY-LKCSTAPLE-NVYRJYXS,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,SHI-STAPLERUGBY-NVY-RGY-XS,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,XS,RJY-LKCSTAPLE-BLKRJYXS,250,shopify,8,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey2.jpg?v=1672493161,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-XS,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,XS,RJY-LKCSTAPLE-GRYRJYXS,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-XS,
lkc-staple-rugby-jersey,,,,,,,,Navy,,Rugby Jersey,,S,RJY-LKCSTAPLE-NVYRJYS,250,shopify,9,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey4.jpg?v=1672493161,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-NVY-RGY-S,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,S,RJY-LKCSTAPLE-BLKRJYS,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-S,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,S,RJY-LKCSTAPLE-GRYRJYS,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey6.jpg?v=1672493161,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-S,
lkc-staple-rugby-jersey,,,,,,,,Navy,,Rugby Jersey,,M,RJY-LKCSTAPLE-NVYRJYM,250,shopify,7,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-NVY-RGY-M,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,M,RJY-LKCSTAPLE-BLKRJYM,250,shopify,4,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-M,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,M,RJY-LKCSTAPLE-GRYRJYM,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-M,
lkc-staple-rugby-jersey,,,,,,,,Navy,,Rugby Jersey,,L,RJY-LKCSTAPLE-NVYRJYL,250,shopify,6,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-NVY-RGY-L,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,L,RJY-LKCSTAPLE-BLKRJYL,250,shopify,8,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-L,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,L,RJY-LKCSTAPLE-GRYRJYL,250,shopify,9,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-L,
lkc-staple-rugby-jersey,,,,,,,,Navy,,Rugby Jersey,,XL,RJY-LKCSTAPLE-NVYRJYXL,250,shopify,9,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-NVY-RGY-XL,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,XL,RJY-LKCSTAPLE-BLKRJYXL,250,shopify,9,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-XL,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,XL,RJY-LKCSTAPLE-GRYRJYXL,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-XL,
lkc-staple-rugby-jersey,,,,,,,,Navy,,Rugby Jersey,,2XL,RJY-LKCSTAPLE-NVYRJY2XL,250,shopify,9,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey3.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-NVY-RGY-2XL,
lkc-staple-rugby-jersey,,,,,,,,Black,,Rugby Jersey,,2XL,RJY-LKCSTAPLE-BLKRJY2XL,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey1.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-BLK-RGY-2XL,
lkc-staple-rugby-jersey,,,,,,,,Grey Marle,,Rugby Jersey,,2XL,RJY-LKCSTAPLE-GRYRJY2XL,250,shopify,10,continue,manual,76,86,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/StapleRugbyJersey5.jpg?v=1672493161,kg,,,,,,,,,,,,,,,,,,,,,,,,,,SHI-STAPLERUGBY-GRY-RGY-2XL,
courage-combined-tee,Courage Combined Charity Tee,Sabrina Lee,,Tee,"Artist:Sabrina Lee, Colour:Green, Fit:Maple, Fit:Regular, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Theme:Animals, Theme:Australiana, Theme:Charity",TRUE,Colour,Sage,Fit,Regular,Size,S,TEE-COURAGECOMBINED-SAGREGS,150,shopify,9,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/CourageCombinedCharityTee1.jpg?v=1672491476,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,TEE-COURAGECOMBINEDCHARITY-SGE-REG-S,TEE-COURAGECOMBINEDCHARITY-SGE-REG-S-LT
courage-combined-tee,,,,,,,,Sage,,Regular,,M,TEE-COURAGECOMBINED-SAGREGM,150,shopify,5,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/CourageCombinedCharityTee2.jpg?v=1672491476,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-REG-M,TEE-COURAGECOMBINEDCHARITY-SGE-REG-M-LT
courage-combined-tee,,,,,,,,Sage,,Regular,,L,TEE-COURAGECOMBINED-SAGREGL,150,shopify,8,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-REG-L,TEE-COURAGECOMBINEDCHARITY-SGE-REG-L-LT
courage-combined-tee,,,,,,,,Sage,,Regular,,XL,TEE-COURAGECOMBINED-SAGREGXL,150,shopify,9,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-REG-XL,TEE-COURAGECOMBINEDCHARITY-SGE-REG-XL-LT
courage-combined-tee,,,,,,,,Sage,,Regular,,2XL,TEE-COURAGECOMBINED-SAGREG2XL,150,shopify,7,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-REG-2XL,TEE-COURAGECOMBINEDCHARITY-SGE-REG-2XL-LT
courage-combined-tee,,,,,,,,Sage,,Regular,,3XL,TEE-COURAGECOMBINED-SAGREG3XL,150,shopify,8,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-REG-3XL,TEE-COURAGECOMBINEDCHARITY-SGE-REG-3XL-LT
courage-combined-tee,,,,,,,,Sage,,Maple,,XS,TEE-COURAGECOMBINED-SAGMAPXS,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-COURAGECOMBINEDCHARITY-SGE-MPL-XS,TEE-COURAGECOMBINEDCHARITY-SGE-MPL-XS-LT
